"ID","Item","Company","Quantity","Target FG Warehouse","Currency","Conversion Rate","Process Plan No","Item UOM","Is Active","Is Default","Allow Alternative Item","Set rate of sub-assembly item based on BOM","Project","Image","Rate Of Materials Based On","Price List","Price List Currency","Price List Exchange Rate","With Operations","Transfer Material Against","Routing","Finished Goods based Operating Cost","Operating Cost Per BOM Quantity","% Process Loss","Process Loss Qty","Operating Cost","Raw Material Cost","Scrap Material Cost","Operating Cost (Company Currency)","Raw Material Cost (Company Currency)","Scrap Material Cost(Company Currency)","Total Cost","Total Cost (Company Currency)","Item Name","Item Description","Has Variants","Quality Inspection Required","Quality Inspection Template","Show in Website","Route","Website Image","Thumbnail","Show Items","Show Operations","Website Description","BOM Creator","BOM Creator Item","Amended From","ID (Items)","Item Code (Items)","Qty (Items)","Rate (Items)","UOM (Items)","Allow Alternative Item (Items)","Amount (Items)","Amount (Company Currency) (Items)","Basic Rate (Company Currency) (Items)","BOM No (Items)","Conversion Factor (Items)","Do Not Explode (Items)","Has Variants (Items)","Image (Items)","Include Item In Manufacturing (Items)","Is Stock Item (Items)","Item Description (Items)","Item Name (Items)","Item operation (Items)","Original Item (Items)","Process Plan No (Items)","Qty Consumed Per Unit (Items)","Source Warehouse (Items)","Sourced by Supplier (Items)","Stock Qty (Items)","Stock UOM (Items)","ID (Operations)","Base Cost Per Unit (Operations)","Base Hour Rate(Company Currency) (Operations)","Batch Size (Operations)","Cost Per Unit (Operations)","Description (Operations)","Fixed Time (Operations)","Hour Rate (Operations)","Image (Operations)","Operating Cost (Operations)","Operating Cost(Company Currency) (Operations)","Operation (Operations)","Operation Time (Operations)","Process Plan No (Operations)","Quality Inspection Template (Operations)","Sequence ID (Operations)","Set Operating Cost Based On BOM Quantity (Operations)","Workstation (Operations)","Workstation Type (Operations)","ID (Scrap Items)","Amount (Scrap Items)","Basic Amount (Company Currency) (Scrap Items)","Basic Rate (Company Currency) (Scrap Items)","Item Code (Scrap Items)","Item Name (Scrap Items)","Qty (Scrap Items)","Rate (Scrap Items)","Stock UOM (Scrap Items)","ID (Exploded Items)","Amount (Exploded Items)","Description (Exploded Items)","Image (Exploded Items)","Include Item In Manufacturing (Exploded Items)","Item Code (Exploded Items)","Item Name (Exploded Items)","Operation (Exploded Items)","Qty Consumed Per Unit (Exploded Items)","Rate (Exploded Items)","Source Warehouse (Exploded Items)","Sourced by Supplier (Exploded Items)","Stock Qty (Exploded Items)","Stock UOM (Exploded Items)"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5gh994t78v","U Piece Angle-1 for Flyscreen - 910(L)*15(W)*7(T)",2.0,1.0,"Nos",0,2.0,2.0,1.0,"",1.0,0,0,"",1,1,"U Piece Angle-1 910(L)*15(W)*7(T)","U Piece Angle-1 for Flyscreen - 910(L)*15(W)*7(T)","","","",2.0,"",0,2.0,"Nos","l9ngj5npd7",0.0,0.0,1.0,0.0,"Painting",0,0.0,"",0.0,0.0,"Painting",1.0,"","",2,0,"","RA Painting","","","","","","","","","","lg514jbd9o",0.064,"MS – 2MM Thk","",1,"MS – 2MM Thk","MS – 2MM Thk","",0.064,1.0,"",0,0.064,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5gh9shok2h","U Piece Angle-2 for Flyscreen - 529(W)*15(H)*7(T)",2.0,1.0,"Nos",0,2.0,2.0,1.0,"",1.0,0,0,"",1,1,"U Piece Angle-2 529(W)*15(H)*7(T)","U Piece Angle-2 for Flyscreen - 529(W)*15(H)*7(T)","","","",2.0,"",0,2.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lg5u6vq85b",0.214,"MS – 1 MM Thk","",1,"MS – 1 MM Thk","MS – 1 MM Thk","",0.214,1.0,"",0,0.214,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5ghb0k0ukg","R215 Top and Bottom Flyscreen Mounting Plate 35X30X2",4.0,0.02,"Nos",0,0.08,0.08,0.02,"BOM-R215 Top and Bottom Flyscreen Mounting Plate 35X30X2-001",1.0,0,0,"",1,1,"Top &amp; Bottom Flyscreen Mtg Plate 35X30X2","R215 Top and Bottom Flyscreen Mounting Plate 35X30X2","","","",4.0,"",0,4.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lg5pijicm7",2.0,"U Piece Angle-1 910(L)*15(W)*7(T)","",1,"U Piece Angle-1 for Flyscreen - 910(L)*15(W)*7(T)","U Piece Angle-1 for Flyscreen - 910(L)*15(W)*7(T)","",2.0,1.0,"",0,2.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5ghttn2i9o","R215 Top Flyscreen Covering Plate 910X30X1",1.0,0.21,"Nos",0,0.21,0.21,0.21,"BOM-R215 Top Flyscreen Covering Plate 910X30X1-001",1.0,0,0,"",1,1,"R215 Top Flyscreen Covering Plate 910X30X1","R215 Top Flyscreen Covering Plate 910X30X1","","","",1.0,"",0,1.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lg57sml2rp",2.0,"U Piece Angle-2 529(W)*15(H)*7(T)","",1,"U Piece Angle-2 for Flyscreen - 529(W)*15(H)*7(T)","U Piece Angle-2 for Flyscreen - 529(W)*15(H)*7(T)","",2.0,1.0,"",0,2.0,"Nos"
"BOM-R215 Top Cover Assembly-001","R215 Top Cover Assembly","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398C-O09","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,"R215 Top Cover Assembly","R215 Top Cover Assy",0,0,"",0,"bom-r215-top-cover-assembly-001","","",0,1,"","","","","5gh4fku3li","R215 Top Cover Assembly",1.0,1.0,"Nos",0,1.0,1.0,1.0,"",1.0,0,0,"",1,1,"R215 Top Cover Assy","R215 Top Cover Assembly","","","",1.0,"",0,1.0,"Nos","5ghlqtf4i2",0.0,0.0,1.0,0.0,"Painting",0,0.0,"",0.0,0.0,"Painting",1.0,"","",1,0,"","RA Painting","","","","","","","","","","f4lv42rg4g",1.0,"R215 Top Cover Assy","",1,"R215 Top Cover Assembly","R215 Top Cover Assembly","",1.0,1.0,"",0,1.0,"Nos"
"BOM-R215 Top and Bottom Flyscreen Mounting Plate 35X30X2-001","R215 Top and Bottom Flyscreen Mounting Plate 35X30X2","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398C-G03","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","INR",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.02,0.02,"R215 Top and Bottom Flyscreen Mounting Plate 35X30X2","Top &amp; Bottom Flyscreen Mtg Plate 35X30X2",0,0,"",0,"bom-r215-top-and-bottom-flyscreen-mounting-plate-35x30x2-001","","",0,1,"","","","","5ghab8p51k","MS – 2MM Thk",0.016,1.0,"Kg",0,0.02,0.02,1.0,"",1.0,0,0,"",1,1,"MS – 2MM Thk","MS – 2MM Thk","","","",0.016,"",0,0.016,"Kg","5gheg6pvnf",0.0,0.0,1.0,0.0,"Shearing (W) Operation",0,0.0,"",0.0,0.0,"Shearing",1.0,"","",1,0,"","Shearing Machine","","","","","","","","","","d1or9mb10v",0.016,"MS – 2MM Thk","",1,"MS – 2MM Thk","MS – 2MM Thk","",0.016,1.0,"",0,0.016,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5ghucsshog",0.0,0.0,1.0,0.0,"Punching",0,0.0,"",0.0,0.0,"Punching",1.0,"","",2,0,"","Corner Cutting, Punching, Folding and Blanking","","","","","","","","","","","","","","","","","","","","","","",""
"BOM-Tank End Plate For Extrusion No 0073C-ALU-2-0008-001","Tank End Plate 96*62*8 For Extrusion No 0073C-ALU-2-0008","Teksons Pvt Ltd",9.0,"","INR",1.0,"AL-PP-COMM-M005","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","INR",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,1.22,0.0,1.22,1.22,"Tank End Plate 96*62*8 For Extrusion No 0073C-ALU-2-0008","Tank End Plate For Extrusion No 0073C-ALU-2-0008",0,0,"",0,"bom-tank-end-plate-for-extrusion-no-0073c-alu-2-0008-001","","",0,1,"","","","","5ggruefkf5","Aluminium Plate 70*8*800MM",1.223,1.0,"Kg",0,1.22,1.22,1.0,"",1.0,0,0,"",1,1,"Aluminium Plate 70*8*800MM","Aluminium Plate 70*8*800MM","","","",0.135888889,"",0,1.223,"Kg","5gg1iojtvt",0.0,0.0,1.0,0.0,"Blanking",0,0.0,"",0.0,0.0,"Blanking",1.0,"","",1,0,"","Corner Cutting, Punching, Folding and Blanking","","","","","","","","","","bt62s203e9",1.223,"Aluminium Plate 70*8*800MM","",1,"Aluminium Plate 70*8*800MM","Aluminium Plate 70*8*800MM","",0.135888889,1.0,"",0,1.223,"Kg"
"BOM-Tank End Plate for Extrusion No 0239C-ALU-2-0001-001","Tank End Plate 101.5*96*5 for Extrusion No 0239C-ALU-2-0001","Teksons Pvt Ltd",6.0,"","INR",1.0,"AL-PP-COMM-M004","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.89,0.0,0.89,0.89,"Tank End Plate for Extrusion No 0239C-ALU-2-0001","Tank end plate for extrusion No  0239C-ALU-2-0001",0,0,"",0,"bom-tank-end-plate-for-extrusion-no-0239c-alu-2-0001-001","","",0,1,"","","","","5ggk5e0vtq","Tank End Plate 110×5*595MM",1.0,0.89,"Nos",0,0.89,0.89,0.89,"BOM-Tank End Plate 110×5*595MM-001",1.0,0,0,"",1,1,"Tank End Plate 110×5*595MM","Tank End Plate 110×5*595MM","","","",0.166666667,"",0,1.0,"Nos","5gg5gpf5qi",0.0,0.0,1.0,0.0,"Blanking",0,0.0,"",0.0,0.0,"Blanking",1.0,"","",1,0,"","Corner Cutting, Punching, Folding and Blanking","","","","","","","","","","tf6mam4sjp",0.894,"Aluminium Plate 110*5*2250MM","",1,"Aluminium Plate 110*5*2250MM","Aluminium Plate 110*5*2250MM","",0.149,1.0,"",0,0.894,"Kg"
"BOM-Tank End Plate 110×5*595MM-001","Tank End Plate 110×5*595MM","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-COMM-M003 & M004","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","INR",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.89,0.0,0.89,0.89,"Tank End Plate 110×5*595MM","Tank End Plate 110×5*595MM",0,0,"",0,"bom-tank-end-plate-110×5*595mm-001","","",0,1,"","","","","5gf7g6srq3","Aluminium Plate 110*5*2250MM",0.894,1.0,"Kg",0,0.89,0.89,1.0,"",1.0,0,0,"",1,1,"Aluminium Plate 110*5*2250MM","Aluminium Plate 110*5*2250MM","","","",0.894,"",0,0.894,"Kg","5gfgkgk8ns",0.0,0.0,1.0,0.0,"Size Cutting",0,0.0,"",0.0,0.0,"Size Cutting",1.0,"","",1,0,"","Accurate Cutting","","","","","","","","","","t0qvvbjrih",0.894,"Aluminium Plate 110*5*2250MM","",1,"Aluminium Plate 110*5*2250MM","Aluminium Plate 110*5*2250MM","",0.894,1.0,"",0,0.894,"Kg"
"BOM-Stay Block-001","Stay Block 50X25X150","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-COMM-N008","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","INR",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,1.51,0.0,1.51,1.51,"Stay Block 50X25X150","Stay Block 50X25X150",0,0,"",0,"bom-stay-block-001","","",0,1,"","","","","5gfku4p9ku","Aluminium Extrusion No 0.0318C-ALU-2-0034 (50*25*150)",0.512,1.0,"Kg",0,0.51,0.51,1.0,"",1.0,0,0,"",1,1,"Aluminium Extrusion No 0.0318C-ALU-2-0034 (50*25*150)","Aluminium Extrusion No 0.0318C-ALU-2-0034 (50*25*150)","","","",0.512,"",0,0.512,"Kg","5gf5crgjdh",0.0,0.0,1.0,0.0,"Size Cutting",0,0.0,"",0.0,0.0,"Size Cutting",1.0,"","",1,0,"","Accurate Cutting","","","","","","","","","","t1i89d3clj",0.512,"Aluminium Extrusion No 0.0318C-ALU-2-0034 (50*25*150)","",1,"Aluminium Extrusion No 0.0318C-ALU-2-0034 (50*25*150)","Aluminium Extrusion No 0.0318C-ALU-2-0034 (50*25*150)","",0.512,1.0,"",0,0.512,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5gfvp8ec21","Helicoil Insert M 12 X 1.75 X 18Mm",1.0,1.0,"Nos",1,1.0,1.0,1.0,"",1.0,0,0,"",1,1,"Helicoil Insert M 12 X 1.75 X 18Mm","Helicoil Insert M 12 X 1.75 X 18Mm","","","",1.0,"",0,1.0,"Nos","5gfmoqjtrn",0.0,0.0,1.0,0.0,"Helicoil Inserting",0,0.0,"",0.0,0.0,"Helicoil Insert",1.0,"","",2,0,"","Helicoil & Tapping","","","","","","","","","","t1i1mrn8eh",1.0,"Helicoil Insert M 12 X 1.75 X 18Mm","",1,"Helicoil Insert M 12 X 1.75 X 18Mm","Helicoil Insert M 12 X 1.75 X 18Mm","",1.0,1.0,"",0,1.0,"Nos"
"BOM-R215 Spacer Bar for CAC 8*10*941-001","R215 Spacer Bar for CAC 8*10*941","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398CAC-A06","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","INR",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.21,0.0,0.21,0.21,"R215 Spacer Bar for CAC 8*10*941","Spacer Bar for CAC 8*10*941",0,0,"",0,"bom-r215-spacer-bar-for-cac-8*10*941-001","","",0,1,"","","","","5gffqtc6h7","Aluminium Spacer Bar ALU-STD-0028 (8*10)",0.206,1.0,"Kg",0,0.21,0.21,1.0,"",1.0,0,0,"",1,1,"Aluminium Spacer Bar ALU-STD-0028 (8*10)","Aluminium Spacer Bar ALU-STD-0028 (8*10)","","","",0.206,"",0,0.206,"Kg","5gf12fio23",0.0,0.0,1.0,0.0,"Bar Cutting",0,0.0,"",0.0,0.0,"Bar Cutting",1.0,"","",1,0,"Bar_Circular Saw Machine","Aluminium Bar Cutting","","","","","","","","","","ronkfsrlsa",0.206,"Aluminium Spacer Bar ALU-STD-0028 (8*10)","",1,"Aluminium Spacer Bar ALU-STD-0028 (8*10)","Aluminium Spacer Bar ALU-STD-0028 (8*10)","",0.206,1.0,"",0,0.206,"Kg"
"BOM-Radiator Drain Pipe-001","R215 Radiator Drain Pipe Od∅10 X 17 Lgx 3","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398R-L04","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Radiator Drain Pipe","Radiator Drain Pipe",0,0,"",0,"bom-radiator-drain-pipe-001","","",0,1,"","","","","5gebt5kf11","Aluminium Pipe OD⌀10*ID⌀6*17L",1.0,0.0023,"Nos",0,0.0,0.0,0.0023,"",0.0023,0,0,"",1,1,"Aluminium Pipe OD⌀10*ID⌀6*17L","Aluminium Pipe OD⌀10*ID⌀6*17L","","","",0.002,"",0,0.0023,"Kg","5ge8udmp7q",0.0,0.0,1.0,0.0,"Cutting",0,0.0,"",0.0,0.0,"Cutting",1.0,"","",1,0,"","Weld_Manual Cutting","","","","","","","","","","d98ebf8qt9",0.0023,"Aluminium Pipe OD⌀10*ID⌀6*17L","",1,"Aluminium Pipe OD⌀10*ID⌀6*17L","Aluminium Pipe OD⌀10*ID⌀6*17L","",0.0023,1.0,"",0,0.0023,"Kg"
"BOM-Radiator-001","R215 RAD","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398R-H20","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,42.23,0.0,0.0,42.23,0.0,42.23,42.23,"Radiator","Radiator",0,0,"",0,"bom-radiator-001","","",0,1,"","","","","5ge5hosho6","R215 RAD Core",1.0,24.29,"Nos",0,24.29,24.29,24.29,"BOM-R215 RAD Core-001",1.0,0,0,"",1,1,"Core Assembly for RAD","R215 RAD Core","","","",1.0,"",0,1.0,"Nos","5getds5h8p",0.0,0.0,1.0,0.0,"Tank To Core Tack Weld",0,0.0,"",0.0,0.0,"Tank To Core",1.0,"","",1,0,"","Mig Welding","","","","","","","","","","gmq42oi1tp",9.2,"Aluminium Coil 0.6*110MM Thk","",1,"Aluminium Coil 0.6*110MM","Aluminium Coil 0.6*110MM","",9.2,1.0,"",0,9.2,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5ge8otahrf","Drain Plug",1.0,1.0,"Nos",0,1.0,1.0,1.0,"",1.0,0,0,"",1,1,"Drain Plug","Drain Plug","","","",1.0,"",0,1.0,"Nos","09ch5ougm0",0.0,0.0,1.0,0.0,"Angle Assembly",0,0.0,"",0.0,0.0,"Angle Assembly",1.0,"","",2,0,"","Mig Welding","","","","","","","","","","gmqhfit73v",2.1,"Aluminium Coil 0.3*110MM","",1,"Aluminium Coil 0.3*110MM","Aluminium Coil 0.3*110MM","",2.1,1.0,"",0,2.1,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","09ctqvp174","R215 RAD Bottom Tank Sub Assy",1.0,6.97,"Nos",0,6.97,6.97,6.97,"BOM-Rad Bottom Tank Sub Assy-002",1.0,0,0,"",1,1,"Rad Bottom Tank Sub Assy","Rad Bottom Tank Sub Assy","","","",1.0,"",0,1.0,"Nos","09cqevbuce",0.0,0.0,1.0,0.0,"Leak Testing (Wet)",0,0.0,"",0.0,0.0,"Leak Testing",1.0,"","",3,0,"","Leak Test","","","","","","","","","","gmq3hnjk79",4.389,"Aluminium Coil 0.2*110","",1,"Aluminium Coil 0.2*110","Aluminium Coil 0.2*110","",4.389,1.0,"",0,4.389,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","09ckcc21lj","R215 RAD Top Tank Sub Assy",1.0,8.97,"Nos",0,8.97,8.97,8.97,"BOM-R215 RAD Top Tank Sub Assy-001",1.0,0,0,"",1,1,"RAD Top Tank Sub Assy","RAD Top Tank Sub Assy","","","",1.0,"",0,1.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmq9hho7bh",2.832,"Aluminium Extruded Bar (ALU-STD-0043)(3*7)","",1,"Aluminium Extruded Bar (ALU-STD-0043)(3*7)","Aluminium Extruded Bar (ALU-STD-0043)(3*7)","",2.832,1.0,"",0,2.832,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","09cf55gnin","RAD Drain Bush",1.0,1.0,"Nos",0,1.0,1.0,1.0,"",1.0,0,0,"",1,1,"RAD Drain Bush","RAD Drain Bush","","","",1.0,"",0,1.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmqp68asgf",2.088,"Aluminium Coil 0.2×300","",1,"Aluminium Coil 0.2×300","Aluminium Coil 0.2×300","",2.088,1.0,"",0,2.088,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","09cu6auq0o","R215 Radiator Drain Pipe Od∅10 X 17 Lgx 3",1.0,0.0,"Nos",0,0.0,0.0,0.0,"BOM-Radiator Drain Pipe-001",1.0,0,0,"",1,1,"Radiator Drain Pipe","Radiator Drain Pipe","","","",1.0,"",0,1.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmqjjtlc9q",0.288,"Aluminium Coil 0.2×250 Thk","",1,"Aluminium Coil 0.2×250 Thk","Aluminium Coil 0.2×250 Thk","",0.288,1.0,"",0,0.288,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmqu37inka",1.534,"Aluminium Sheet 2.5MM Thk Without Cladded","",1,"Aluminium Sheet 2.5MM Thk Without Cladded","Aluminium Sheet 2.5MM Thk Without Cladded","",1.534,1.0,"",0,1.534,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmqbghfgai",2.15,"Aluminium Spacer Bar ( ALU STD 0061 ) ( 9.5*15 )","",1,"Aluminium Spacer Bar ( ALU STD 0061 ) ( 9.5*15 )","Aluminium Spacer Bar ( ALU STD 0061 ) ( 9.5*15 )","",2.15,1.0,"",0,2.15,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmq1sd7k4t",0.36,"Aluminium Pipe 48.6*5MM Thk","",1,"Aluminium Pipe 48.6*5MM Thk","Aluminium Pipe 48.6*5MM Thk","",0.36,1.0,"",0,0.36,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmqadmfgiq",4.9,"Aluminium Extrusion No 0253OC-ALU-2-0005 70(H)*113(W)*7.5(T)*345LG","",1,"Aluminium Extrusion No 0253OC-ALU-2-0005 70(H)*113(W)*7.5(T)*345LG","Aluminium Extrusion No 0253OC-ALU-2-0005 70(H)*113(W)*7.5(T)*345LG","",4.9,1.0,"",0,4.9,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmq0oh7emh",0.0023,"Aluminium Pipe OD⌀10*ID⌀6*17L","",1,"Aluminium Pipe OD⌀10*ID⌀6*17L","Aluminium Pipe OD⌀10*ID⌀6*17L","",0.0023,1.0,"",0,0.0023,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmqtbsh2ac",1.0,"Drain Plug","",1,"Drain Plug","Drain Plug","",1.0,1.0,"",0,1.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmq91j6ab5",1.0,"Filler Neck Over Flow Pipe","",1,"Filler Neck Over Flow Pipe","Filler Neck Over Flow Pipe","",1.0,1.0,"",0,1.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmq6oakncj",1.0,"Filler Neck 14PSI","",1,"Filler Neck 14PSI","Filler Neck 14PSI","",1.0,1.0,"",0,1.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmqm95otfs",8.0,"Helicoil Insert","",1,"Helicoil Insert M10 X 1.5 X 15 Mm","Helicoil Insert","",8.0,1.0,"",0,8.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmqc3ppei0",1.0,"RAD Drain Bush","",1,"RAD Drain Bush","RAD Drain Bush","",1.0,1.0,"",0,1.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gmq0va7lds",0.666666666,"Tank end plate for Extrusion no 0253OC-ALU-2-0005","",1,"Tank End Plate 70*5*595","Tank End Plate 70*5*595","",0.666666666,1.0,"",0,0.666666666,"Nos"
"BOM-RAD Top Tank-001","R215 RAD Top Tank","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398R-E04","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,6.45,0.0,0.0,6.45,0.0,6.45,6.45,"RAD Top Tank","RAD Top Tank",0,0,"",0,"bom-rad-top-tank-001","","",0,1,"","","","","5gd1rqg8on","Helicoil Insert M10 X 1.5 X 15 Mm",4.0,1.0,"Nos",0,4.0,4.0,1.0,"",1.0,0,0,"",1,1,"Helicoil Insert","Helicoil Insert","","","",4.0,"",0,4.0,"Nos","5gde830r3f",0.0,0.0,1.0,0.0,"Helicoil Inserting",0,0.0,"",0.0,0.0,"Helicoil Insert",1.0,"","",1,0,"","Helicoil & Tapping","","","","","","","","","","e1sk0tfrnm",2.45,"Aluminium Extrusion No 0253OC-ALU-2-0005 70(H)*113(W)*7.5(T)*345LG","",1,"Aluminium Extrusion No 0253OC-ALU-2-0005 70(H)*113(W)*7.5(T)*345LG","Aluminium Extrusion No 0253OC-ALU-2-0005 70(H)*113(W)*7.5(T)*345LG","",2.45,1.0,"",0,2.45,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5gdb2pl2sr","R215 RAD Top and Bottom Tank",1.0,2.45,"Nos",0,2.45,2.45,2.45,"BOM-R215 RAD Top and Bottom Tank-001",1.0,0,0,"",1,1,"RAD Top &amp; Bottom Tank","RAD Top & Bottom Tank","","","",1.0,"",0,1.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","e1sr30mjj4",4.0,"Helicoil Insert","",1,"Helicoil Insert M10 X 1.5 X 15 Mm","Helicoil Insert","",4.0,1.0,"",0,4.0,"Nos"
