"ID","Series","Status","Item To Manufacture","BOM No","Company","Qty To Manufacture","Target Warehouse","Planned Start Date","Item Name","Image","Sales Order","Material Transferred for Manufacturing","Manufactured Qty","Disassembled Qty","Process Loss Qty","Project","Allow Alternative Item","Use Multi-Level BOM","Skip Material Transfer to WIP Warehouse","Backflush Raw Materials From Work-in-Progress Warehouse","Update Consumed Material Cost In Project","Source Warehouse","Work-in-Progress Warehouse","Scrap Warehouse","Has Serial No","Has Batch No","Batch Size","Transfer Material Against","Planned End Date","Expected Delivery Date","Actual Start Date","Actual End Date","Lead Time","Planned Operating Cost","Actual Operating Cost","Additional Operating Cost","Corrective Operation Cost","Total Operating Cost","Item Description","Stock UOM","Material Request","Material Request Item","Sales Order Item","Production Plan","Production Plan Item","Production Plan Sub-assembly Item","Product Bundle Item","Amended From","ID (Required Items)","Allow Alternative Item (Required Items)","Amount (Required Items)","Available Qty at Source Warehouse (Required Items)","Available Qty at WIP Warehouse (Required Items)","Consumed Qty (Required Items)","Description (Required Items)","Include Item In Manufacturing (Required Items)","Item Code (Required Items)","Item Name (Required Items)","Operation (Required Items)","Rate (Required Items)","Required Qty (Required Items)","Returned Qty  (Required Items)","Source Warehouse (Required Items)","Stock UOM (Required Items)","Transferred Qty (Required Items)","ID (Operations)","Actual End Time (Operations)","Actual Operating Cost (Operations)","Actual Operation Time (Operations)","Actual Start Time (Operations)","Batch Size (Operations)","BOM (Operations)","Completed Qty (Operations)","Hour Rate (Operations)","Operation (Operations)","Operation Description (Operations)","Planned End Time (Operations)","Planned Operating Cost (Operations)","Planned Start Time (Operations)","Process Loss Qty (Operations)","Sequence ID (Operations)","Status (Operations)","Time (Operations)","Workstation (Operations)","Workstation Type (Operations)"
"WO/260714/0032","WO/.YY.MM.DD./.####.","Completed","R215 Ms Plate-2 (144X22X1.5)","BOM-MS Plate-2-001","Teksons Pvt Ltd",4.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 Ms Plate-2 (144X22X1.5)","","",4.0,4.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:18:00","","2026-07-16 09:54:53","2026-07-25 14:11:06",13216.21668,0.0,0.0,0.0,0.0,0.0,"R215 Ms Plate-2 (144X22X1.5)","Nos","","","","PP/2607/29/0001","","suapmiptkp","","","t4l8fb17ig",0,0.148,0.703,0.0,0.148,"MS – 1.5 MM Thk",1,"MS – 1.5 MM Thk","MS – 1.5 MM Thk","",1.0,0.148,0.0,"BOF Stores - TPL","Kg",0.148,"t4lokgn3fi","2026-07-16 09:54:56",0.0,0.04998,"2026-07-16 09:54:53",1.0,"BOM-MS Plate-2-001",4.0,0.0,"Shearing","Shearing (W) Operation","",0.0,"",0.0,1,"Completed",4.0,"W01_Shearing Machine","Shearing Machine"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4l2usgc1p",0,4.0,38.0,0.0,4.0,"HEX Nut M8*1.25P",1,"HEX Nut M8*1.25P","HEX Nut M8*1.25P","",1.0,4.0,0.0,"BOF Stores - TPL","Nos",4.0,"t4lo1j8bqk","2026-07-25 14:11:06",0.0,0.03336,"2026-07-25 14:11:04",1.0,"BOM-MS Plate-2-001",4.0,0.0,"Punching","Punching","",0.0,"",0.0,2,"Completed",4.0,"RP-26_Hydraulic Press","Corner Cutting, Punching, Folding and Blanking"
"WO/260714/0031","WO/.YY.MM.DD./.####.","Completed","R215 LH – RH Condenser MTG BKT","BOM-LH – RH Condenser MTG BKT-001","Teksons Pvt Ltd",4.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 LH – RH Condenser MTG BKT","","",4.0,4.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:04:00","","2026-07-25 13:55:26","2026-07-25 13:55:27",0.01668,0.0,0.0,0.0,0.0,0.0,"LH – RH Condenser MTG BKT","Set","","","","PP/2607/29/0001","","suam75njb9","","","t4ki1mspds",0,4.0,99.0,1.0,4.0,"LH – RH Condenser MTG BKT",1,"R215 LH – RH Condenser MTG BKT","R215 LH – RH Condenser MTG BKT","Painting",1.0,4.0,0.0,"BOF Stores - TPL","Set",4.0,"t4k39vhaa3","2026-07-25 13:55:27",0.0,0.01668,"2026-07-25 13:55:26",1.0,"BOM-LH – RH Condenser MTG BKT-001",4.0,0.0,"Painting","Painting","",0.0,"",0.0,1,"Completed",4.0,"Spray Painting","RA Painting"
"WO/260714/0030","WO/.YY.MM.DD./.####.","Completed","R215 Fan Cowl","BOM-Fan Cowl-001","Teksons Pvt Ltd",4.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 Fan Cowl","","",4.0,4.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:04:00","","2026-07-25 13:55:17","2026-07-25 13:55:19",0.03336,0.0,0.0,0.0,0.0,0.0,"R215 Fan Cowl","Nos","","","","PP/2607/29/0001","","suama7hqo5","","","t4ke3o9985",0,4.0,19.0,1.0,4.0,"Fan Cowl",1,"R215 Fan Cowl","R215 Fan Cowl","Painting",1.0,4.0,0.0,"BOF Stores - TPL","Nos",4.0,"t4kon1u62m","2026-07-25 13:55:19",0.0,0.03336,"2026-07-25 13:55:17",1.0,"BOM-Fan Cowl-001",4.0,0.0,"Painting","Painting","",0.0,"",0.0,1,"Completed",4.0,"Spray Painting","RA Painting"
"WO/260714/0029","WO/.YY.MM.DD./.####.","Completed","Cage For M8 Sq Nut 182X50X0.5","BOM-Cage For M8 Sq Nut 182X50X0.5-001","Teksons Pvt Ltd",32.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","Cage For M8 Sq Nut 182X50X0.5","","",32.0,32.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:32:00","","2026-07-25 13:50:49","2026-07-25 13:50:51",0.03336,0.0,0.0,0.0,0.0,0.0,"Cage For M8 Sq Nut 182X50X0.5","Nos","","","","PP/2607/29/0001","","suajpb55us","","","t4kljfe8bb",0,1.152,0.0,0.0,1.152,"GI – 0.5MM Thk",1,"GI – 0.5MM Thk","GI – 0.5MM Thk","Folding",1.0,1.152,0.0,"BOF Stores - TPL","Kg",1.152,"t4k3bl9ksa","2026-07-25 13:50:51",0.0,0.03336,"2026-07-25 13:50:49",1.0,"BOM-Cage For M8 Sq Nut 182X50X0.5-001",32.0,0.0,"Folding","Folding","",0.0,"",0.0,1,"Completed",32.0,"RP-26_Hydraulic Press","Corner Cutting, Punching, Folding and Blanking"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4kcs99lfj",0,32.0,92.0,0.0,32.0,"SQ Nut M8*1.25P",1,"SQ Nut M8*1.25P","SQ Nut M8*1.25P","Folding",1.0,32.0,0.0,"BOF Stores - TPL","Nos",32.0,"","","","","","","","","","","","","","","","","","","",""
"WO/260714/0028","WO/.YY.MM.DD./.####.","Completed","R215 Top and Bottom Flyscreen Mounting Plate 35X30X2","BOM-R215 Top and Bottom Flyscreen Mounting Plate 35X30X2-001","Teksons Pvt Ltd",32.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 Top and Bottom Flyscreen Mounting Plate 35X30X2","","",32.0,32.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 01:14:00","","2026-07-16 09:54:38","2026-07-25 13:53:40",13199.03334,0.0,0.0,0.0,0.0,0.0,"Top &amp; Bottom Flyscreen Mtg Plate 35X30X2","Nos","","","","PP/2607/29/0001","","suad8ir0qc","","","t4kh9m03ei",0,0.512,5.13,0.0,0.512,"MS – 2MM Thk",1,"MS – 2MM Thk","MS – 2MM Thk","",1.0,0.512,0.0,"BOF Stores - TPL","Kg",0.512,"t4k7panutd","2026-07-16 09:54:41",0.0,0.04998,"2026-07-16 09:54:38",1.0,"BOM-R215 Top and Bottom Flyscreen Mounting Plate 35X30X2-001",32.0,0.0,"Shearing","Shearing (W) Operation","",0.0,"",0.0,1,"Completed",32.0,"W01_Shearing Machine","Shearing Machine"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4kb7r2nh7","2026-07-25 13:53:40",0.0,0.03336,"2026-07-25 13:53:38",1.0,"BOM-R215 Top and Bottom Flyscreen Mounting Plate 35X30X2-001",32.0,0.0,"Punching","Punching","",0.0,"",0.0,2,"Completed",32.0,"RP-26_Hydraulic Press","Corner Cutting, Punching, Folding and Blanking"
"WO/260714/0027","WO/.YY.MM.DD./.####.","Completed","R215 Bottom Flyscreen Center Plate 453X10X2","BOM-R215 Bottom Flyscreen Center Plate 453X10X2-001","Teksons Pvt Ltd",8.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 Bottom Flyscreen Center Plate 453X10X2","","",8.0,8.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:08:00","","2026-07-16 09:54:25","2026-07-16 09:54:28",0.04998,0.0,0.0,0.0,0.0,0.0,"R215 Bottom Flyscreen Center Plate 453X10X2","Nos","","","","PP/2607/29/0001","","suacs8chdp","","","t4klar6uke",0,0.568,5.13,0.0,0.568,"MS – 2MM Thk",1,"MS – 2MM Thk","MS – 2MM Thk","Shearing",1.0,0.568,0.0,"BOF Stores - TPL","Kg",0.568,"t4ku8apq8r","2026-07-16 09:54:28",0.0,0.04998,"2026-07-16 09:54:25",1.0,"BOM-R215 Bottom Flyscreen Center Plate 453X10X2-001",8.0,0.0,"Shearing","Shearing (W) Operation","",0.0,"",0.0,1,"Completed",8.0,"W01_Shearing Machine","Shearing Machine"
"WO/260714/0026","WO/.YY.MM.DD./.####.","Completed","R215 Bottom Flyscreen Wire Mash 903X475","BOM-R215 Bottom Flyscreen Wire Mash 903X475-001","Teksons Pvt Ltd",4.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 Bottom Flyscreen Wire Mesh 903X475","","",4.0,4.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:04:00","","2026-07-25 13:54:58","2026-07-25 13:55:00",0.03336,0.0,0.0,0.0,0.0,0.0,"R215 Bottom Flyscreen Wire Mash 903X475","Nos","","","","PP/2607/29/0001","","suaheum34r","","","t4kqukbf0g",0,1.128,12.588,0.0,1.128,"MS",1,"MS","MS","Rolling & Cutting",1.0,1.128,0.0,"BOF Stores - TPL","Kg",1.128,"t4k35hd2ga","2026-07-25 13:55:00",0.0,0.03336,"2026-07-25 13:54:58",1.0,"BOM-R215 Bottom Flyscreen Wire Mash 903X475-001",4.0,0.0,"Rolling & Cutting","Rolling & Cutting","",0.0,"",0.0,1,"Completed",4.0,"Manual Rolling and Cutting","Manual Rolling and Cutting"
"WO/260714/0025","WO/.YY.MM.DD./.####.","In Process","R215 Bottom Flyscreen Assembly","BOM-R215 Bottom Flyscreen Assembly-001","Teksons Pvt Ltd",4.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 Bottom Flyscreen Assembly","","",4.0,0.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:04:00","","2026-07-25 13:54:41","2026-07-25 13:54:51",0.16668,0.0,0.0,0.0,0.0,0.0,"Bottom Flyscreen Assembly","Nos","","","","PP/2607/29/0001","","suau2q5sn1","","","t4j7h4ebrb",0,1.12,0.0,1.0,0.0,"R215 Bottom Flyscreen Wire Mash 903X475",1,"R215 Bottom Flyscreen Wire Mash 903X475","R215 Bottom Flyscreen Wire Mesh 903X475","",0.28,4.0,0.0,"BOF Stores - TPL","Nos",0.0,"t4jmp7p5jt","2026-07-25 13:54:42",0.0,0.01668,"2026-07-25 13:54:41",1.0,"BOM-R215 Bottom Flyscreen Assembly-001",4.0,0.0,"Assembly","Assembly","",0.0,"",0.0,1,"Completed",4.0,"RA-04_Hydraulic","RA Assembly"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4jubva59j",0,8.0,76.0,0.0,0.0,"U Piece Angle-1 910(L)*15(W)*7(T)",1,"U Piece Angle-1 for Flyscreen - 910(L)*15(W)*7(T)","U Piece Angle-1 for Flyscreen - 910(L)*15(W)*7(T)","",1.0,8.0,0.0,"BOF Stores - TPL","Nos",8.0,"t4j1a3fq6s","2026-07-25 13:54:51",0.0,0.03336,"2026-07-25 13:54:49",1.0,"BOM-R215 Bottom Flyscreen Assembly-001",4.0,0.0,"Painting","Painting","",0.0,"",0.0,1,"Completed",4.0,"Spray Painting","RA Painting"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4joh49ac7",0,8.0,76.0,0.0,0.0,"U Piece Angle-2 529(W)*15(H)*7(T)",1,"U Piece Angle-2 for Flyscreen - 529(W)*15(H)*7(T)","U Piece Angle-2 for Flyscreen - 529(W)*15(H)*7(T)","",1.0,8.0,0.0,"BOF Stores - TPL","Nos",8.0,"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4jk15mfka",0,0.56,0.0,2.0,0.0,"R215 Bottom Flyscreen Center Plate 453X10X2",1,"R215 Bottom Flyscreen Center Plate 453X10X2","R215 Bottom Flyscreen Center Plate 453X10X2","",0.07,8.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4jun9j367",0,0.32,0.0,8.0,0.0,"Top &amp; Bottom Flyscreen Mtg Plate 35X30X2",1,"R215 Top and Bottom Flyscreen Mounting Plate 35X30X2","R215 Top and Bottom Flyscreen Mounting Plate 35X30X2","",0.02,16.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"WO/260714/0024","WO/.YY.MM.DD./.####.","Completed","R215 Bottom Cover Assembly","BOM-R215 Bottom Cover Assembly-001","Teksons Pvt Ltd",4.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 Bottom Cover Assembly","","",4.0,4.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:04:00","","2026-07-25 13:54:32","2026-07-25 13:54:33",0.01668,0.0,0.0,0.0,0.0,0.0,"R215 Bottom Cover Assy","Nos","","","","PP/2607/29/0001","","suaphl4122","","","t4j6j42qkv",0,4.0,19.0,1.0,4.0,"R215 Bottom Cover Assy",1,"R215 Bottom Cover Assembly","R215 Bottom Cover Assembly","Painting",1.0,4.0,0.0,"BOF Stores - TPL","Nos",4.0,"t4jphgtm0q","2026-07-25 13:54:33",0.0,0.01668,"2026-07-25 13:54:32",1.0,"BOM-R215 Bottom Cover Assembly-001",4.0,0.0,"Painting","Painting","",0.0,"",0.0,1,"Completed",4.0,"Spray Painting","RA Painting"
"WO/260714/0023","WO/.YY.MM.DD./.####.","Completed","Condenser Mounting Block 31X19X25","BOM-Condenser Mounting Block-001","Teksons Pvt Ltd",16.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","Condenser Mounting Block 31X19X25","","",16.0,16.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 01:08:00","","2026-07-16 10:01:02","2026-07-25 13:57:38",13196.59998,0.0,0.0,0.0,0.0,0.0,"Condenser Mtg. Block 31X19X25","Nos","","","","PP/2607/29/0001","","suaev5vau4","","","t4j6diqif7",0,6.288,1.56,0.0,6.288,"Aluminium Extrusion No 0.0318C-ALU-2-0033 (31*19*25)",1,"Aluminium Extrusion No 0.0318C-ALU-2-0033 (31*19*25)","Aluminium Extrusion No 0.0318C-ALU-2-0033 (31*19*25)","",1.0,6.288,0.0,"BOF Stores - TPL","Kg",6.288,"t4jd472pf3","2026-07-16 10:01:04",0.0,0.03336,"2026-07-16 10:01:02",1.0,"BOM-Condenser Mounting Block-001",16.0,0.0,"Size Cutting","Size Cutting","",0.0,"",0.0,1,"Completed",16.0,"W-26_Accurate Cutting Machine","Accurate Cutting"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4j71fh7h7",1,16.0,0.0,0.0,16.0,"Helicoil Insert M8 X 1.25 X 16Mm (2 D)",1,"Helicoil Insert M8 X 1.25 X 16Mm (2 D)","Helicoil Insert M8 X 1.25 X 16Mm (2 D)","",1.0,16.0,0.0,"Raw Material Stores - TPL","Nos",16.0,"t4jokag27f","2026-07-16 10:04:42",0.0,0.03336,"2026-07-16 10:04:40",1.0,"BOM-Condenser Mounting Block-001",16.0,0.0,"Drilling & Boring","Drilling & Boring","",0.0,"",0.0,2,"Completed",16.0,"TR-27_Makino","Drilling, Boring and Milling"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4j5s1vd6p","2026-07-25 13:57:38",0.0,0.03336,"2026-07-25 13:57:36",1.0,"BOM-Condenser Mounting Block-001",16.0,0.0,"Helicoil Insert","Helicoil Inserting","",0.0,"",0.0,3,"Completed",16.0,"01_Helicoil and Tapping","Helicoil & Tapping"
"WO/260714/0022","WO/.YY.MM.DD./.####.","Completed","Stay Block 50X25X150","BOM-Stay Block-001","Teksons Pvt Ltd",8.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","Stay Block 50X25X150","","",8.0,8.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:26:00","","2026-07-16 10:00:41","2026-07-25 13:58:36",13197.91668,0.0,0.0,0.0,0.0,0.0,"Stay Block 50X25X150","Nos","","","","PP/2607/29/0001","","suadt4ndk6","","","t4j8nrbg6g",0,4.096,16.896,0.0,4.096,"Aluminium Extrusion No 0.0318C-ALU-2-0034 (50*25*150)",1,"Aluminium Extrusion No 0.0318C-ALU-2-0034 (50*25*150)","Aluminium Extrusion No 0.0318C-ALU-2-0034 (50*25*150)","",1.0,4.096,0.0,"BOF Stores - TPL","Kg",4.096,"t4jrufu5ns","2026-07-16 10:00:44",0.0,0.04998,"2026-07-16 10:00:41",1.0,"BOM-Stay Block-001",8.0,0.0,"Size Cutting","Size Cutting","",0.0,"",0.0,1,"Completed",8.0,"W-26_Accurate Cutting Machine","Accurate Cutting"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4j47dgeq7",1,8.0,96.0,0.0,8.0,"Helicoil Insert M 12 X 1.75 X 18Mm",1,"Helicoil Insert M 12 X 1.75 X 18Mm","Helicoil Insert M 12 X 1.75 X 18Mm","",1.0,8.0,0.0,"Raw Material Stores - TPL","Nos",8.0,"t4jqgpnijl","2026-07-25 13:58:36",0.0,0.01668,"2026-07-25 13:58:35",1.0,"BOM-Stay Block-001",8.0,0.0,"Helicoil Insert","Helicoil Inserting","",0.0,"",0.0,2,"Completed",8.0,"01_Helicoil and Tapping","Helicoil & Tapping"
"WO/260714/0021","WO/.YY.MM.DD./.####.","Completed","R215 CAC Bottom Tank","BOM-R215 CAC Bottom Tank-001","Teksons Pvt Ltd",4.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 CAC Bottom Tank","","",4.0,4.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:18:00","","2026-07-16 10:00:29","2026-07-25 13:59:00",13198.51668,0.0,0.0,0.0,0.0,0.0,"CAC Bottom Tank","Nos","","","","PP/2607/29/0001","","sua4r6uqoh","","","t4irvtr15r",0,7.24,0.0,2.0,4.0,"CAC Top and Bottom Tank",1,"R215 CAC Top and Bottom Tank 110x113x7.5x186LG","R215 CAC Top and Bottom Tank 110x113x7.5x186LG","",1.81,4.0,0.0,"BOF Stores - TPL","Nos",0.0,"t4i5ilurrs","2026-07-16 10:00:31",0.0,0.03336,"2026-07-16 10:00:29",1.0,"BOM-R215 CAC Bottom Tank-001",4.0,0.0,"Drilling & Boring","Drilling & Boring","",0.0,"",0.0,1,"Completed",4.0,"TR-27_Makino","Drilling, Boring and Milling"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4ibat2jir",1,16.0,68.0,0.0,16.0,"Helicoil Insert",1,"Helicoil Insert M10 X 1.5 X 15 Mm","Helicoil Insert M10 X 1.5 X 15 Mm","",1.0,16.0,0.0,"Raw Material Stores - TPL","Nos",16.0,"t4iq75cpls","2026-07-25 13:59:00",0.0,0.03336,"2026-07-25 13:58:58",1.0,"BOM-R215 CAC Bottom Tank-001",4.0,0.0,"Helicoil Insert","Helicoil Inserting","",0.0,"",0.0,2,"Completed",4.0,"01_Helicoil and Tapping","Helicoil & Tapping"
"WO/260714/0020","WO/.YY.MM.DD./.####.","Completed","R215 CAC Bottom Tank Sub Assy","BOM-CAC Bottom Tank Sub Assy-001","Teksons Pvt Ltd",4.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 CAC Bottom Tank Sub Assy","","",0.0,4.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:04:00","","2026-07-25 14:05:38","2026-07-25 14:05:40",0.03336,0.0,0.0,0.0,0.0,0.0,"CAC Bottom Tank Sub Assy","Nos","","","","PP/2607/29/0001","","sua0q5j0tr","","","t4ilc8h8mp",0,23.24,0.0,0.0,4.0,"CAC Bottom Tank",1,"R215 CAC Bottom Tank","R215 CAC Bottom Tank","Tank Assembly",5.81,4.0,0.0,"BOF Stores - TPL","Nos",0.0,"t4ihdgvogf","2026-07-25 14:05:40",0.0,0.03336,"2026-07-25 14:05:38",1.0,"BOM-CAC Bottom Tank Sub Assy-001",4.0,0.0,"Tank Assembly","Tank Assembly","",0.0,"",0.0,1,"Completed",4.0,"ALU-M-08_Mig Welding Machine","Mig Welding"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4i9g9h70g",0,1.0,0.0,5.0,4.0,"CAC Inlet and Outlet Pipe",1,"R215 CAC Inlet and Outlet Pipe","R215 CAC Inlet and Outlet Pipe","Tank Assembly",0.25,4.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4ik6tnpdv",0,1.186666664,38.0,4.0,8.0,"Tank end plate for extrusion No  0239C-ALU-2-0001",1,"Tank End Plate 101.5*96*5 for Extrusion No 0239C-ALU-2-0001","Tank End Plate 101.5*96*5 for Extrusion No 0239C-ALU-2-0001","Tank Assembly",0.148333333,8.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"WO/260714/0019","WO/.YY.MM.DD./.####.","Completed","R215 CAC Top and Bottom Tank 110x113x7.5x186LG","BOM-R215 CAC Top and Bottom Tank 110x113x7.5x186LG-001","Teksons Pvt Ltd",8.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 CAC Top and Bottom Tank 110x113x7.5x186LG","","",8.0,8.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:08:00","","2026-07-16 10:00:15","2026-07-16 10:00:17",0.03336,0.0,0.0,0.0,0.0,0.0,"CAC Top and Bottom Tank","Nos","","","","PP/2607/29/0001","","sua8jjedsd","","","t4idmim05k",0,14.48,68.78,0.0,14.48,"Aluminium Extrusion No 0239C-ALU-2-0001 110(H)*113(W)*7.5(T)*186Kg",1,"Aluminium Extrusion No 0239C-ALU-2-0001 110(H)*113(W)*7.5(T)*186Kg","Aluminium Extrusion No 0239C-ALU-2-0001 110(H)*113(W)*7.5(T)*186Kg","Size Cutting",1.0,14.48,0.0,"BOF Stores - TPL","Kg",14.48,"t4i5p0t405","2026-07-16 10:00:17",0.0,0.03336,"2026-07-16 10:00:15",1.0,"BOM-R215 CAC Top and Bottom Tank 110x113x7.5x186LG-001",8.0,0.0,"Size Cutting","Size Cutting","",0.0,"",0.0,1,"Completed",8.0,"W-26_Accurate Cutting Machine","Accurate Cutting"
"WO/260714/0018","WO/.YY.MM.DD./.####.","Completed","R215 CAC Top Tank","BOM-R215 CAC Top Tank-001","Teksons Pvt Ltd",4.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 CAC Top Tank","","",4.0,4.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:18:00","","2026-07-16 09:59:58","2026-07-25 13:58:47",13198.81668,0.0,0.0,0.0,0.0,0.0,"CAC Top Tank","Nos","","","","PP/2607/29/0001","","sua2mso1hh","","","t4ij0l94r4",0,7.24,0.0,2.0,4.0,"CAC Top and Bottom Tank",1,"R215 CAC Top and Bottom Tank 110x113x7.5x186LG","R215 CAC Top and Bottom Tank 110x113x7.5x186LG","",1.81,4.0,0.0,"BOF Stores - TPL","Nos",0.0,"t4i3u7h60j","2026-07-16 10:00:01",0.0,0.04998,"2026-07-16 09:59:58",1.0,"BOM-R215 CAC Top Tank-001",4.0,0.0,"Drilling & Boring","Drilling & Boring","",0.0,"",0.0,1,"Completed",4.0,"TR-27_Makino","Drilling, Boring and Milling"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4irt33fs9",1,16.0,68.0,0.0,16.0,"Helicoil Insert",1,"Helicoil Insert M10 X 1.5 X 15 Mm","Helicoil Insert M10 X 1.5 X 15 Mm","",1.0,16.0,0.0,"Raw Material Stores - TPL","Nos",16.0,"t4ibq5buo9","2026-07-25 13:58:47",0.0,0.03336,"2026-07-25 13:58:45",1.0,"BOM-R215 CAC Top Tank-001",4.0,0.0,"Helicoil Insert","Helicoil Inserting","",0.0,"",0.0,2,"Completed",4.0,"01_Helicoil and Tapping","Helicoil & Tapping"
