"ID","Series","Status","Item To Manufacture","BOM No","Company","Qty To Manufacture","Target Warehouse","Planned Start Date","Item Name","Image","Sales Order","Material Transferred for Manufacturing","Manufactured Qty","Disassembled Qty","Process Loss Qty","Project","Allow Alternative Item","Use Multi-Level BOM","Skip Material Transfer to WIP Warehouse","Backflush Raw Materials From Work-in-Progress Warehouse","Update Consumed Material Cost In Project","Source Warehouse","Work-in-Progress Warehouse","Scrap Warehouse","Has Serial No","Has Batch No","Batch Size","Transfer Material Against","Planned End Date","Expected Delivery Date","Actual Start Date","Actual End Date","Lead Time","Planned Operating Cost","Actual Operating Cost","Additional Operating Cost","Corrective Operation Cost","Total Operating Cost","Item Description","Stock UOM","Material Request","Material Request Item","Sales Order Item","Production Plan","Production Plan Item","Production Plan Sub-assembly Item","Product Bundle Item","Amended From","ID (Required Items)","Allow Alternative Item (Required Items)","Amount (Required Items)","Available Qty at Source Warehouse (Required Items)","Available Qty at WIP Warehouse (Required Items)","Consumed Qty (Required Items)","Description (Required Items)","Include Item In Manufacturing (Required Items)","Item Code (Required Items)","Item Name (Required Items)","Operation (Required Items)","Rate (Required Items)","Required Qty (Required Items)","Returned Qty  (Required Items)","Source Warehouse (Required Items)","Stock UOM (Required Items)","Transferred Qty (Required Items)","ID (Operations)","Actual End Time (Operations)","Actual Operating Cost (Operations)","Actual Operation Time (Operations)","Actual Start Time (Operations)","Batch Size (Operations)","BOM (Operations)","Completed Qty (Operations)","Hour Rate (Operations)","Operation (Operations)","Operation Description (Operations)","Planned End Time (Operations)","Planned Operating Cost (Operations)","Planned Start Time (Operations)","Process Loss Qty (Operations)","Sequence ID (Operations)","Status (Operations)","Time (Operations)","Workstation (Operations)","Workstation Type (Operations)"
"WO/260714/0060","WO/.YY.MM.DD./.####.","Completed","R215 RAD Top and Bottom Tank","BOM-R215 RAD Top and Bottom Tank-001","Teksons Pvt Ltd",8.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 RAD Top and Bottom Tank","","",8.0,8.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:08:00","","2026-07-16 10:04:10","2026-07-16 10:04:12",0.03336,0.0,0.0,0.0,0.0,0.0,"RAD Top &amp; Bottom Tank","Nos","","","","PP/2607/29/0001","","suacvp4ib1","","","t4r810eohl",0,48.02,93.1,0.0,19.6,"Aluminium Extrusion No 0253OC-ALU-2-0005 70(H)*113(W)*7.5(T)*345LG",1,"Aluminium Extrusion No 0253OC-ALU-2-0005 70(H)*113(W)*7.5(T)*345LG","Aluminium Extrusion No 0253OC-ALU-2-0005 70(H)*113(W)*7.5(T)*345LG","Size Cutting",2.45,19.6,0.0,"BOF Stores - TPL","Kg",19.6,"t4ropbuaok","2026-07-16 10:04:12",0.0,0.03336,"2026-07-16 10:04:10",1.0,"BOM-R215 RAD Top and Bottom Tank-001",8.0,0.0,"Size Cutting","Size Cutting","",0.0,"",0.0,1,"Completed",8.0,"W-26_Accurate Cutting Machine","Accurate Cutting"
"WO/260714/0059","WO/.YY.MM.DD./.####.","Completed","R215 RAD Bottom Tank","BOM-Rad Bottom Tank-002","Teksons Pvt Ltd",4.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 RAD Bottom Tank","","",4.0,4.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:04:00","","2026-07-25 14:02:19","2026-07-25 14:02:20",0.01668,0.0,0.0,0.0,0.0,0.0,"<div><p>R215 RAD Bottom Tank</p></div>","Nos","","","","PP/2607/29/0001","","sua9n2mdqu","","","t4rkhpjvmt",0,9.8,0.0,2.0,4.0,"RAD Top &amp; Bottom Tank",1,"R215 RAD Top and Bottom Tank","R215 RAD Top and Bottom Tank","Helicoil Insert",2.45,4.0,0.0,"BOF Stores - TPL","Nos",0.0,"t4rgc3qqf6","2026-07-25 14:02:20",0.0,0.01668,"2026-07-25 14:02:19",1.0,"BOM-Rad Bottom Tank-002",4.0,0.0,"Helicoil Insert","Helicoil Inserting","",0.0,"",0.0,1,"Completed",4.0,"01_Helicoil and Tapping","Helicoil & Tapping"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4rq875ub3",1,16.0,68.0,0.0,16.0,"Helicoil Insert",1,"Helicoil Insert M10 X 1.5 X 15 Mm","Helicoil Insert M10 X 1.5 X 15 Mm","Helicoil Insert",1.0,16.0,0.0,"Raw Material Stores - TPL","Nos",16.0,"","","","","","","","","","","","","","","","","","","",""
"WO/260714/0058","WO/.YY.MM.DD./.####.","Not Started","R215 RAD Bottom Tank Sub Assy","BOM-Rad Bottom Tank Sub Assy-002","Teksons Pvt Ltd",4.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 RAD Bottom Tank Sub Assy","","",0.0,0.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:04:00","","2026-07-25 14:03:54","2026-07-25 14:03:56",0.03336,0.0,0.0,0.0,0.0,0.0,"Rad Bottom Tank Sub Assy","Nos","","","","PP/2607/29/0001","","sua3kg61ls","","","t4q17n3cgl",0,25.8,0.0,1.0,0.0,"Rad Bottom Tank",1,"R215 RAD Bottom Tank","R215 RAD Bottom Tank","Tank Assembly",6.45,4.0,0.0,"BOF Stores - TPL","Nos",0.0,"t4q7ejcs0k","2026-07-25 14:03:56",0.0,0.03336,"2026-07-25 14:03:54",1.0,"BOM-Rad Bottom Tank Sub Assy-002",4.0,0.0,"Tank Assembly","Tank Assembly","",0.0,"",0.0,1,"Completed",4.0,"ALU-M-08_Mig Welding Machine","Mig Welding"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4qppp5tj0",0,0.72,0.0,2.0,0.0,"RAD Inlet and Outlet Pipe",1,"R215 RAD Inlet and Outlet Pipe","R215 RAD Inlet and Outlet Pipe","Tank Assembly",0.18,4.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4q9palda7",0,1.333333336,0.0,4.0,0.0,"Tank End Plate 97*62*5",1,"Tank End Plate 97*62*5","Tank End Plate 97*62*5","Tank Assembly",0.166666667,8.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"WO/260714/0057","WO/.YY.MM.DD./.####.","Completed","Turbulator 0.2*300*96.0","BOM-Turbulator 0.2*300*96.0-001","Teksons Pvt Ltd",288.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","Turbulator 0.2*300*96.0","","",288.0,288.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 04:48:00","","2026-07-25 13:46:27","2026-07-25 13:46:30",0.04998,0.0,0.0,0.0,0.0,0.0,"Turbulator for RAD 0.2*300*96.0","Nos","","","","PP/2607/29/0001","","sua3ipadvj","","","t4q2h8iahd",0,8.352,39.672,0.0,8.352,"Aluminium Coil 0.2×300",1,"Aluminium Coil 0.2×300","Aluminium Coil 0.2×300","Turbu Forming",1.0,8.352,0.0,"BOF Stores - TPL","Kg",8.352,"t4q2lh4ilu","2026-07-25 13:46:30",0.0,0.04998,"2026-07-25 13:46:27",1.0,"BOM-Turbulator 0.2*300*96.0-001",288.0,0.0,"Turbu Forming","Turbu Forming & Cutting","",0.0,"",0.0,1,"Completed",288.0,"AL-M-41_Turbulator Machine","Turbulator Forming and Cutting"
"WO/260714/0056","WO/.YY.MM.DD./.####.","Completed","Turbulator 0.2*250*96.0","BOM-Turbulator 0.2*250*96.0-001","Teksons Pvt Ltd",48.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","Turbulator 0.2*250*96.0","","",48.0,48.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:48:00","","2026-07-25 13:46:17","2026-07-25 13:46:19",0.03336,0.0,0.0,0.0,0.0,0.0,"Turbulator 0.2*250*96.0","Nos","","","","PP/2607/29/0001","","suadbqksrd","","","t4q0aonjrf",0,1.152,5.472,0.0,1.152,"Aluminium Coil 0.2×250 Thk",1,"Aluminium Coil 0.2×250 Thk","Aluminium Coil 0.2×250 Thk","Turbu Forming",1.0,1.152,0.0,"BOF Stores - TPL","Kg",1.152,"t4qo0uav6m","2026-07-25 13:46:19",0.0,0.03336,"2026-07-25 13:46:17",1.0,"BOM-Turbulator 0.2*250*96.0-001",48.0,0.0,"Turbu Forming","Turbu Forming & Cutting","",0.0,"",0.0,1,"Completed",48.0,"AL-M-41_Turbulator Machine","Turbulator Forming and Cutting"
"WO/260714/0055","WO/.YY.MM.DD./.####.","Completed","R215 RAD Tube Sheet 0.6*110*1021","BOM-Tube sheet for RAD 0.6*110*1021-001","Teksons Pvt Ltd",200.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 RAD Tube Sheet 0.6*110*1021","","",200.0,200.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 03:20:00","","2026-07-25 13:46:06","2026-07-25 13:46:09",0.04998,0.0,0.0,0.0,0.0,0.0,"Tube sheet for RAD 0.6*110*1021","Nos","","","","PP/2607/29/0001","","suath7ojqs","","","t4qc2lon60",0,36.8,231.8,0.0,36.8,"Aluminium Coil 0.6*110MM Thk",1,"Aluminium Coil 0.6*110MM","Aluminium Coil 0.6*110MM","Tube Sheet Cutting",1.0,36.8,0.0,"BOF Stores - TPL","Kg",36.8,"t4qo166h7u","2026-07-25 13:46:09",0.0,0.04998,"2026-07-25 13:46:06",1.0,"BOM-Tube sheet for RAD 0.6*110*1021-001",200.0,0.0,"Tube Sheet Cutting","Tube Sheet Cutting","",0.0,"",0.0,1,"Completed",200.0,"Cut To Length","Cut To Length"
"WO/260714/0054","WO/.YY.MM.DD./.####.","Completed","R215 Fin For RAD 0.2*110*991","BOM-R215 Fin For RAD 0.2*110*991-001","Teksons Pvt Ltd",76.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 Fin For RAD 0.2*110*991","","",76.0,76.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 01:16:00","","2026-07-25 13:45:56","2026-07-25 13:45:58",0.03336,0.0,0.0,0.0,0.0,0.0,"Fin For RAD 0.2*110*991","Nos","","","","PP/2607/29/0001","","suadg4ekkp","","","t4qkiqq9iu",0,17.556,107.901,0.0,17.556,"Aluminium Coil 0.2*110",1,"Aluminium Coil 0.2*110","Aluminium Coil 0.2*110","Fin Forming",1.0,17.556,0.0,"BOF Stores - TPL","Kg",17.556,"t4qpmgg570","2026-07-25 13:45:58",0.0,0.03336,"2026-07-25 13:45:56",1.0,"BOM-R215 Fin For RAD 0.2*110*991-001",76.0,0.0,"Fin Forming","Fin Forming","",0.0,"",0.0,1,"Completed",76.0,"AL-M-16_Zig-Zag Fin Machine","Fin Forming and Cutting"
"WO/260714/0053","WO/.YY.MM.DD./.####.","Completed","R215 RAD Core End Plate2.5X110X1021","BOM-R215 RAD Core End Plate2.5X110X1021-001","Teksons Pvt Ltd",8.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 RAD Core End Plate2.5X110X1021","","",0.0,8.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:08:00","","2026-07-25 13:52:47","2026-07-25 13:52:49",0.03336,0.0,0.0,0.0,0.0,0.0,"R215 RAD Core End Plate2.5X110X1021","Nos","","","","PP/2607/29/0001","","suadg2eqcq","","","t4pgr1oj2f",0,6.16,97.0,3.0,8.0,"R215 Core End Plate For OC &amp; RAD 2.5X110X1021",1,"R215 OC and RAD Core End Plate2.5X110X1021","R215 OC and RAD Core End Plate2.5X110X1021","Sr. No. Punching",0.77,8.0,0.0,"BOF Stores - TPL","Nos",0.0,"t4ppbk3jrq","2026-07-25 13:52:49",0.0,0.03336,"2026-07-25 13:52:47",1.0,"BOM-R215 RAD Core End Plate2.5X110X1021-001",8.0,0.0,"Sr. No. Punching","Sr. No. Punching","",0.0,"",0.0,1,"Completed",8.0,"RP-36_Hydro Pneumatic Press Machine","Sr. No. Punching"
"WO/260714/0052","WO/.YY.MM.DD./.####.","Not Started","R215 RAD Core","BOM-R215 RAD Core-001","Teksons Pvt Ltd",4.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 RAD Core","","",0.0,0.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:18:00","","2026-07-25 12:25:36","2026-07-25 13:48:47",83.18334,0.0,0.0,0.0,0.0,0.0,"Core Assembly for RAD","Nos","","","","PP/2607/29/0001","","sua3sjlt2a","","","t4prj7sbvn",0,6.16,0.0,4.0,0.0,"R215 RAD Core End Plate2.5X110X1021",1,"R215 RAD Core End Plate2.5X110X1021","R215 RAD Core End Plate2.5X110X1021","",0.77,8.0,0.0,"BOF Stores - TPL","Nos",0.0,"t4pvc9915i","2026-07-25 12:25:44",0.0,0.13332,"2026-07-25 12:25:36",1.0,"BOM-R215 RAD Core-001",4.0,0.0,"Core Assembly","Core Assembly","",0.0,"",0.0,1,"Completed",4.0,"01_Fixing Table","Core Fixing"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4pe8l05ld",0,11.52,0.0,126.0,0.0,"Extruded Bar for OC and RAD 3*7*1021",1,"Extruded Bar for OC and RAD 3*7*1021","Extruded Bar for OC and RAD 3*7*1021","",0.06,192.0,0.0,"BOF Stores - TPL","Nos",0.0,"t4pp13gg8a","2026-07-25 13:48:47",0.0,0.25002,"2026-07-25 13:48:32",1.0,"BOM-R215 RAD Core-001",4.0,0.0,"Core Brazing","Core Brazing","",0.0,"",0.0,2,"Completed",4.0,"Brazing Furnace","Brazing Furnace"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4pgkht72h",0,8.4,0.0,33.0,0.0,"Fin For OC 0.3*110*991",1,"R215 Fin For OC 0.3*110*991","R215 Fin For OC 0.3*110*991","",0.35,24.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4pdca8bnf",0,17.48,0.0,19.0,0.0,"Fin For RAD 0.2*110*991",1,"R215 Fin For RAD 0.2*110*991","R215 Fin For RAD 0.2*110*991","",0.23,76.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4psku42bn",0,8.0,0.0,229.0,0.0,"Spacer Bar 9.5×15×110",1,"Spacer Bar 9.5×15×110","Spacer Bar 9.5×15×110","",0.04,200.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4p13k3iio",0,36.0,0.0,50.0,0.0,"Tube sheet for RAD 0.6*110*1021",1,"R215 RAD Tube Sheet 0.6*110*1021","R215 RAD Tube Sheet 0.6*110*1021","",0.18,200.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4pudk81an",0,0.96,0.0,12.0,0.0,"Turbulator 0.2*250*96.0",1,"Turbulator 0.2*250*96.0","Turbulator 0.2*250*96.0","",0.02,48.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4pggg759u",0,8.64,0.0,72.0,0.0,"Turbulator for RAD 0.2*300*96.0",1,"Turbulator 0.2*300*96.0","Turbulator 0.2*300*96.0","",0.03,288.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"WO/260714/0051","WO/.YY.MM.DD./.####.","In Process","R215 RAD","BOM-Radiator-001","Teksons Pvt Ltd",4.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 RAD","","",4.0,0.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:32:00","","2026-07-25 14:03:18","2026-07-25 14:08:25",5.11668,0.0,0.0,0.0,0.0,0.0,"Radiator","Nos","","","","PP/2607/29/0001","","sua1vt3pvh","","","t4pji1ckg3",0,97.16,0.0,1.0,0.0,"Core Assembly for RAD",1,"R215 RAD Core","R215 RAD Core","",24.29,4.0,0.0,"Stores - TPL","Nos",0.0,"t4p9c2lkkj","2026-07-25 14:03:21",0.0,0.04998,"2026-07-25 14:03:18",1.0,"BOM-Radiator-001",4.0,0.0,"Tank To Core","Tank To Core Tack Weld","",0.0,"",0.0,1,"Completed",4.0,"ALU-M-08_Mig Welding Machine","Mig Welding"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4pg3vo9do",0,4.0,38.0,0.0,0.0,"Drain Plug",1,"Drain Plug","Drain Plug","",1.0,4.0,0.0,"BOF Stores - TPL","Nos",4.0,"t4p165mg15","2026-07-25 14:07:55",0.0,0.01668,"2026-07-25 14:07:54",1.0,"BOM-Radiator-001",4.0,0.0,"Angle Assembly","Angle Assembly","",0.0,"",0.0,2,"Completed",4.0,"ALU-M-08_Mig Welding Machine","Mig Welding"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4ph244dh4",0,27.88,0.0,1.0,0.0,"Rad Bottom Tank Sub Assy",1,"R215 RAD Bottom Tank Sub Assy","R215 RAD Bottom Tank Sub Assy","",6.97,4.0,0.0,"BOF Stores - TPL","Nos",0.0,"t4ph12udsj","2026-07-25 14:08:25",0.0,0.01668,"2026-07-25 14:08:24",1.0,"BOM-Radiator-001",4.0,0.0,"Leak Testing","Leak Testing (Wet)","",0.0,"",0.0,3,"Completed",4.0,"01_Leak Test Tank","Leak Test"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4plofl006",0,35.88,0.0,1.0,0.0,"RAD Top Tank Sub Assy",1,"R215 RAD Top Tank Sub Assy","R215 RAD Top Tank Sub Assy","",8.97,4.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4pvri3396",0,4.0,20.0,1.0,0.0,"RAD Drain Bush",1,"RAD Drain Bush","RAD Drain Bush","",1.0,4.0,0.0,"BOF Stores - TPL","Nos",4.0,"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4pbp84f6l",0,0.0,0.0,1.0,0.0,"Radiator Drain Pipe",1,"R215 Radiator Drain Pipe Od∅10 X 17 Lgx 3","R215 Radiator Drain Pipe Od∅10 X 17 Lgx 3","",0.0,4.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"WO/260714/0050","WO/.YY.MM.DD./.####.","Completed","OC Inlet & Outlet Block 101X66X30","BOM-OC Inlet & Outlet Block 101X66X30-001","Teksons Pvt Ltd",8.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","OC Inlet & Outlet Block 101X66X30","","",8.0,8.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:26:00","","2026-07-16 10:03:52","2026-07-25 13:58:22",13194.49998,0.0,0.0,0.0,0.0,0.0,"R215 O.C. Inlet &amp; Outlet Block 101X66X33","Nos","","","","PP/2607/29/0001","","sua2kjffq7","","","t4onb61ba6",0,3.896,0.0,0.0,3.896,"Aluminium Extrusion No 398C-ALU-2-0027 ( 101*66*33 )",1,"Aluminium Extrusion No 398C-ALU-2-0027 ( 101*66*33 )","Aluminium Extrusion No 398C-ALU-2-0027 ( 101*66*33 )","",1.0,3.896,0.0,"BOF Stores - TPL","Kg",3.896,"t4oidk3fuo","2026-07-16 10:03:54",0.0,0.03336,"2026-07-16 10:03:52",1.0,"BOM-OC Inlet & Outlet Block 101X66X30-001",8.0,0.0,"Size Cutting","Size Cutting","",0.0,"",0.0,1,"Completed",8.0,"W-26_Accurate Cutting Machine","Accurate Cutting"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4opp530f3",1,32.0,68.0,0.0,32.0,"Helicoil Insert",1,"Helicoil Insert M10 X 1.5 X 15 Mm","Helicoil Insert M10 X 1.5 X 15 Mm","",1.0,32.0,0.0,"Raw Material Stores - TPL","Nos",32.0,"t4o18j1s8c","2026-07-25 13:58:22",0.0,0.01668,"2026-07-25 13:58:21",1.0,"BOM-OC Inlet & Outlet Block 101X66X30-001",8.0,0.0,"Helicoil Insert","Helicoil Inserting","",0.0,"",0.0,2,"Completed",8.0,"01_Helicoil and Tapping","Helicoil & Tapping"
"WO/260714/0049","WO/.YY.MM.DD./.####.","Completed","R215 OC Top Tank","BOM-R215 OC Top Tank-002","Teksons Pvt Ltd",4.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 OC Top Tank","","",4.0,4.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:04:00","","2026-07-25 14:02:56","2026-07-25 14:02:57",0.01668,0.0,0.0,0.0,0.0,0.0,"OC Top Tank","Nos","","","","PP/2607/29/0001","","sualeb68ii","","","t4o36atakp",1,24.0,68.0,0.0,24.0,"Helicoil Insert",1,"Helicoil Insert M10 X 1.5 X 15 Mm","Helicoil Insert M10 X 1.5 X 15 Mm","Helicoil Insert",1.0,24.0,0.0,"Raw Material Stores - TPL","Nos",24.0,"t4obdp5hth","2026-07-25 14:02:57",0.0,0.01668,"2026-07-25 14:02:56",1.0,"BOM-R215 OC Top Tank-002",4.0,0.0,"Helicoil Insert","Helicoil Inserting","",0.0,"",0.0,1,"Completed",4.0,"01_Helicoil and Tapping","Helicoil & Tapping"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4o2kuasei",0,12.44,0.0,2.0,4.0,"OC Top &amp; Bottom Tank",1,"R215 OC Top & Bottom Tank 70x113x7.5x377LG","R215 OC Top & Bottom Tank 70x113x7.5x377LG","Helicoil Insert",3.11,4.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"WO/260714/0048","WO/.YY.MM.DD./.####.","Completed","R215 OC Top Tank Sub Assy","BOM-OC Top Tank Sub Assy-001","Teksons Pvt Ltd",4.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","R215 OC Top Tank Sub Assy","","",0.0,4.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:04:00","","2026-07-25 14:05:27","2026-07-25 14:05:28",0.01668,0.0,0.0,0.0,0.0,0.0,"OC Top Tank Sub Assy","Nos","","","","PP/2607/29/0001","","suat4pgtok","","","t4olh06tgp",0,1.084444448,0.0,0.0,8.0,"Tank End Plate For Extrusion No 0073C-ALU-2-0008",1,"Tank End Plate 96*62*8 For Extrusion No 0073C-ALU-2-0008","Tank End Plate 96*62*8 For Extrusion No 0073C-ALU-2-0008","Tank Assembly",0.135555556,8.0,0.0,"BOF Stores - TPL","Nos",0.0,"t4oi07g1fq","2026-07-25 14:05:28",0.0,0.01668,"2026-07-25 14:05:27",1.0,"BOM-OC Top Tank Sub Assy-001",4.0,0.0,"Tank Assembly","Tank Assembly","",0.0,"",0.0,1,"Completed",4.0,"ALU-M-08_Mig Welding Machine","Mig Welding"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","t4oi2hh2ik",0,36.44,0.0,0.0,4.0,"OC Top Tank",1,"R215 OC Top Tank","R215 OC Top Tank","Tank Assembly",9.11,4.0,0.0,"BOF Stores - TPL","Nos",0.0,"","","","","","","","","","","","","","","","","","","",""
"WO/260714/0047","WO/.YY.MM.DD./.####.","Completed","Tank End Plate 96*62*8 For Extrusion No 0073C-ALU-2-0008","BOM-Tank End Plate For Extrusion No 0073C-ALU-2-0008-001","Teksons Pvt Ltd",16.0,"WIP Warehouse - TPL","2026-07-14 00:00:00","Tank End Plate 96*62*8 For Extrusion No 0073C-ALU-2-0008","","",16.0,16.0,0.0,0.0,"",1,0,0,0,1,"Raw Material Stores - TPL","WIP Warehouse - TPL","Scrap Stores - TPL",0,0,0.0,"Work Order","2026-07-14 00:01:46.666667","","2026-07-25 13:52:38","2026-07-25 13:52:40",0.03336,0.0,0.0,0.0,0.0,0.0,"Tank End Plate For Extrusion No 0073C-ALU-2-0008","Nos","","","","PP/2607/29/0001","","sua3ijrdq8","","","t4op65oeeq",0,2.174222222,96.071,1.225,2.174,"Aluminium Plate 70*8*800MM",1,"Aluminium Plate 70*8*800MM","Aluminium Plate 70*8*800MM","Blanking",1.0,2.174222222,0.0,"BOF Stores - TPL","Kg",2.174,"t4oik96f37","2026-07-25 13:52:40",0.0,0.03336,"2026-07-25 13:52:38",1.0,"BOM-Tank End Plate For Extrusion No 0073C-ALU-2-0008-001",16.0,0.0,"Blanking","Blanking","",0.0,"",0.0,1,"Completed",1.777777778,"RP-26_Hydraulic Press","Corner Cutting, Punching, Folding and Blanking"
